,Ticker,Sector,Date,Year,Quarter,Earnings_url,Path
0,CEG,Utilities,2022-05-12,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/12/constellation-energy-corporation-ceg-q1-2022-earni/,/Users/gyf/Desktop/earning call analysis/CEG/2022/Q1/
1,DIS,Communication Services,2022-05-11,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/11/walt-disney-dis-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DIS/2022/Q2/
2,OXY,Energy,2022-05-11,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/11/occidental-petroleum-oxy-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/OXY/2022/Q1/
3,WELL,Real Estate,2022-05-11,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/11/welltower-well-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WELL/2022/Q1/
4,XRAY,Health Care,2022-05-11,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/11/dentsply-sirona-xray-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/XRAY/2022/Q1/
5,EA,Communication Services,2022-05-11,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/05/11/electronic-arts-ea-q4-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/EA/2022/Q4/
6,WYNN,Consumer Discretionary,2022-05-11,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/11/wynn-resorts-wynn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WYNN/2022/Q1/
7,SYY,Consumer Staples,2022-05-11,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/11/sysco-syy-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SYY/2022/Q3/
8,NCLH,Consumer Discretionary,2022-05-10,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/10/norwegian-cruise-line-holdings-nclh-q1-2022-earnin/,/Users/gyf/Desktop/earning call analysis/NCLH/2022/Q1/
9,TDG,Industrials,2022-05-10,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/10/transdigm-group-tdg-q2-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/TDG/2022/Q2/
10,SPG,Real Estate,2022-05-10,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/10/simon-property-group-spg-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/SPG/2022/Q1/
11,MCHP,Information Technology,2022-05-09,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/05/09/microchip-technology-mchp-q4-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/MCHP/2022/Q4/
12,EOG,Energy,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/eog-resources-eog-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EOG/2022/Q1/
13,D,Utilities,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/dominion-energy-inc-d-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/D/2022/Q1/
14,CI,Health Care,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/cigna-ci-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CI/2022/Q1/
15,DVA,Health Care,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/davita-dva-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DVA/2022/Q1/
16,PPL,Utilities,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/ppl-ppl-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PPL/2022/Q1/
17,VRTX,Health Care,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/vertex-pharmaceuticals-vrtx-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/VRTX/2022/Q1/
18,NLOK,Information Technology,2022-05-06,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/05/06/nortonlifelock-nlok-q4-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/NLOK/2022/Q4/
19,ZTS,Health Care,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/zoetis-zts-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ZTS/2022/Q1/
20,PENN,Consumer Discretionary,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/penn-national-gaming-penn-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/PENN/2022/Q1/
21,O,Real Estate,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/realty-income-o-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/O/2022/Q1/
22,MCK,Health Care,2022-05-06,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/05/06/mckesson-mck-q4-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MCK/2022/Q4/
23,WRK,Materials,2022-05-06,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/06/westrock-wrk-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WRK/2022/Q2/
24,PH,Industrials,2022-05-06,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/06/parker-hannifin-ph-q3-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/PH/2022/Q3/
25,HST,Real Estate,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/host-hotels-resorts-hst-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/HST/2022/Q1/
26,COP,Energy,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/conocophillips-cop-q1-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/COP/2022/Q1/
27,SRE,Utilities,2022-05-06,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/06/sempra-energy-sre-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SRE/2022/Q1/
28,RCL,Consumer Discretionary,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/royal-caribbean-rcl-q1-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/RCL/2022/Q1/
29,MELI,Consumer Discretionary,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/mercadolibre-meli-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MELI/2022/Q1/
30,MRO,Energy,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/marathon-oil-mro-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRO/2022/Q1/
31,IR,Industrials,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/ingersoll-rand-inc-ir-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/IR/2022/Q1/
32,APA,Energy,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/apache-apa-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/APA/2022/Q1/
33,ATO,Utilities,2022-05-05,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/05/atmos-energy-ato-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ATO/2022/Q2/
34,EPAM,Information Technology,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/epam-systems-epam-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EPAM/2022/Q1/
35,ALB,Materials,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/albemarle-alb-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ALB/2022/Q1/
36,DDOG,Information Technology,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/datadog-ddog-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DDOG/2022/Q1/
37,CVS,Health Care,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/cvs-health-cvs-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CVS/2022/Q1/
38,CTSH,Information Technology,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/cognizant-technology-solutions-ctsh-q1-2022-earnin/,/Users/gyf/Desktop/earning call analysis/CTSH/2022/Q1/
39,BKNG,Consumer Discretionary,2022-05-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/05/booking-holdings-bkng-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/BKNG/2022/Q1/
40,CDAY,Information Technology,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/ceridian-hcm-holding-inc-cday-q1-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/CDAY/2022/Q1/
41,LUMN,Communication Services,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/lumen-technologies-lumn-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/LUMN/2022/Q1/
42,PRU,Financials,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/prudential-financial-pru-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/PRU/2022/Q1/
43,OKE,Energy,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/oneok-oke-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/OKE/2022/Q1/
44,YUM,Consumer Discretionary,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/yum-brands-yum-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/YUM/2022/Q1/
45,IDXX,Health Care,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/idexx-laboratories-idxx-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/IDXX/2022/Q1/
46,JCI,Industrials,2022-05-04,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/04/johnson-controls-jci-q2-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/JCI/2022/Q2/
47,AIG,Financials,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/american-international-group-aig-q1-2022-earnings/,/Users/gyf/Desktop/earning call analysis/AIG/2022/Q1/
48,MTCH,Communication Services,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/match-group-mtch-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MTCH/2022/Q1/
49,JKHY,Information Technology,2022-05-04,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/04/jack-henry-associates-jkhy-q3-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/JKHY/2022/Q3/
50,SBUX,Consumer Discretionary,2022-05-04,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/04/starbucks-sbux-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SBUX/2022/Q2/
51,PAYC,Information Technology,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/paycom-software-payc-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/PAYC/2022/Q1/
52,ABNB,Consumer Discretionary,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/airbnb-inc-abnb-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ABNB/2022/Q1/
53,AMD,Information Technology,2022-05-04,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/04/advanced-micro-devices-amd-q1-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/AMD/2022/Q1/
54,SWKS,Information Technology,2022-05-04,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/05/04/skyworks-solutions-swks-q2-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/SWKS/2022/Q2/
55,AKAM,Information Technology,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/akamai-technologies-akam-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/AKAM/2022/Q1/
56,DVN,Energy,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/devon-energy-dvn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DVN/2022/Q1/
57,MOS,Materials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/mosaic-mos-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MOS/2022/Q1/
58,NXPI,Information Technology,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/nxp-semiconductors-nxpi-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/NXPI/2022/Q1/
59,HSIC,Health Care,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/henry-schein-hsic-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HSIC/2022/Q1/
60,ETN,Industrials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/eaton-etn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ETN/2022/Q1/
61,MPC,Energy,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/marathon-petroleum-mpc-q1-2022-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/MPC/2022/Q1/
62,PGR,Financials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/progressive-pgr-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PGR/2022/Q1/
63,SEE,Materials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/sealed-air-see-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SEE/2022/Q1/
64,SPGI,Financials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/sp-global-spgi-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SPGI/2022/Q1/
65,FIS,Information Technology,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/fidelity-national-information-services-fis-q1-2022/,/Users/gyf/Desktop/earning call analysis/FIS/2022/Q1/
66,FANG,Energy,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/diamondback-energy-fang-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/FANG/2022/Q1/
67,VNO,Real Estate,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/vornado-realty-trust-vno-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/VNO/2022/Q1/
68,BIIB,Health Care,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/biogen-biib-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/BIIB/2022/Q1/
69,ITW,Industrials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/illinois-tool-works-itw-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/ITW/2022/Q1/
70,EL,Consumer Staples,2022-05-03,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/03/the-estee-lauder-companies-el-q3-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/EL/2022/Q3/
71,DD,Materials,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/dupont-de-nemours-inc-dd-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/DD/2022/Q1/
72,CTLT,Health Care,2022-05-03,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/05/03/catalent-ctlt-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CTLT/2022/Q3/
73,MGM,Consumer Discretionary,2022-05-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/03/mgm-resorts-international-mgm-q1-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MGM/2022/Q1/
74,MPWR,Information Technology,2022-05-02,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/02/monolithic-power-systems-mpwr-q1-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MPWR/2022/Q1/
75,ANET,Information Technology,2022-05-02,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/02/arista-networks-anet-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/ANET/2022/Q1/
76,SEDG,Information Technology,2022-05-02,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/05/02/solaredge-technologies-sedg-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/SEDG/2022/Q1/
77,ABBV,Health Care,2022-04-30,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/30/abbvie-abbv-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ABBV/2022/Q1/
78,PSX,Energy,2022-04-30,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/30/phillips-66-psx-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PSX/2022/Q1/
79,CPT,Real Estate,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/camden-property-trust-cpt-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CPT/2022/Q1/
80,CVX,Energy,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/chevron-cvx-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CVX/2022/Q1/
81,HON,Industrials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/honeywell-international-hon-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/HON/2022/Q1/
82,XOM,Energy,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/exxonmobil-xom-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/XOM/2022/Q1/
83,LNT,Utilities,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/alliant-energy-lnt-q1-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/LNT/2022/Q1/
84,BMY,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/bristol-myers-squibb-bmy-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/BMY/2022/Q1/
85,CINF,Financials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/cincinnati-financial-cinf-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CINF/2022/Q1/
86,AON,Financials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/aon-aon-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AON/2022/Q1/
87,LUV,Industrials,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/southwest-airlines-luv-q1-2022-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/LUV/2022/Q1/
88,DXCM,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/dexcom-dxcm-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DXCM/2022/Q1/
89,WST,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/west-pharmaceutical-services-wst-q1-2022-earnings/,/Users/gyf/Desktop/earning call analysis/WST/2022/Q1/
90,KLAC,Information Technology,2022-04-29,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/29/kla-tencor-klac-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/KLAC/2022/Q3/
91,GILD,Health Care,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/gilead-sciences-gild-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/GILD/2022/Q1/
92,TEAM,Information Technology,2022-04-29,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/29/atlassian-team-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TEAM/2022/Q3/
93,AAPL,Information Technology,2022-04-29,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/04/29/apple-aapl-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AAPL/2022/Q2/
94,DLR,Real Estate,2022-04-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/29/digital-realty-trust-dlr-q1-2022-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/DLR/2022/Q1/
95,WDC,Information Technology,2022-04-29,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/29/western-digital-wdc-q3-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/WDC/2022/Q3/
96,RMD,Health Care,2022-04-28,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/04/28/resmed-rmd-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/RMD/2022/Q3/
97,SGEN,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/seagen-inc-sgen-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SGEN/2022/Q1/
98,AMZN,Consumer Discretionary,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/amazon-amzn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AMZN/2022/Q1/
99,MA,Information Technology,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/mastercard-ma-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MA/2022/Q1/
100,INTC,Information Technology,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/intel-intc-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/INTC/2022/Q1/
101,VRSN,Information Technology,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/verisign-vrsn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/VRSN/2022/Q1/
102,NOC,Industrials,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/northrop-grumman-noc-q1-2022-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/NOC/2022/Q1/
103,LLY,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/eli-lilly-and-company-lly-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/LLY/2022/Q1/
104,TMO,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/thermo-fisher-scientific-tmo-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/TMO/2022/Q1/
105,LH,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/laboratory-corporation-of-america-lh-q1-2022-earni/,/Users/gyf/Desktop/earning call analysis/LH/2022/Q1/
106,MO,Consumer Staples,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/altria-group-mo-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MO/2022/Q1/
107,PHM,Consumer Discretionary,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/pultegroup-phm-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PHM/2022/Q1/
108,IRM,Real Estate,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/iron-mountain-irm-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IRM/2022/Q1/
109,SIRI,Communication Services,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/sirius-xm-holdings-inc-siri-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/SIRI/2022/Q1/
110,MRK,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/merck-co-mrk-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRK/2022/Q1/
111,TXT,Industrials,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/textron-txt-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TXT/2022/Q1/
112,LKQ,Consumer Discretionary,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/lkq-lkq-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/LKQ/2022/Q1/
113,RTX,Industrials,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/raytheon-technologies-rtx-q1-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/RTX/2022/Q1/
114,EQIX,Real Estate,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/equinix-eqix-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EQIX/2022/Q1/
115,APH,Information Technology,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/amphenol-aph-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/APH/2022/Q1/
116,LVS,Consumer Discretionary,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/las-vegas-sands-lvs-q1-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/LVS/2022/Q1/
117,ALGN,Health Care,2022-04-28,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/28/align-technology-algn-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/ALGN/2022/Q1/
118,QCOM,Information Technology,2022-04-27,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/04/27/qualcomm-qcom-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/QCOM/2022/Q2/
119,F,Consumer Discretionary,2022-04-27,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/27/ford-f-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/F/2022/Q1/
120,HOLX,Health Care,2022-04-27,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/04/27/hologic-holx-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HOLX/2022/Q2/
121,FB,Communication Services,2022-04-27,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/27/meta-platforms-inc-fb-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/FB/2022/Q1/
122,ODFL,Industrials,2022-04-27,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/27/old-dominion-freight-line-odfl-q1-2022-earnings-ca/,/Users/gyf/Desktop/earning call analysis/ODFL/2022/Q1/
123,IEX,Industrials,2022-04-27,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/27/idex-iex-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IEX/2022/Q1/
124,ROL,Industrials,2022-04-27,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/04/27/rollins-rol-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ROL/2022/Q1/
